Phone,State,Area Code,Int'l Plan,VMail Plan,Account Length,VMail Message,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Est Mins,CustServ Actual Mins,CustServ Calls,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,Total Charge,Churn
348-8464,TX,415,0,0,121,0,86.1,259.8,148,9.1,42,42,,100,14.64,113,22.08,79,6.66,9,2.46,45.84,0
412-7020,NC,408,0,0,125,0,212.3,215.4,186.8,11.3,24,50,2,89,36.09,127,18.31,73,8.41,2,3.05,65.86,0
386-8432,CT,415,0,0,124,0,151,120.6,152.8,9.2,36,27,2,98,25.67,119,10.25,81,6.88,2,2.48,45.28,0
337-1802,NJ,408,0,0,35,0,158.6,130.4,229.8,6.9,42,36,2,67,26.96,96,11.08,80,10.34,5,1.86,50.24,0
366-1084,WY,510,0,0,134,0,296,226.4,246.8,12.3,13,22,0,93,50.32,117,19.24,98,11.11,10,3.32,83.99,1
352-4182,LA,510,0,1,123,32,212.3,251.5,208.7,6.6,,35,3,77,36.09,78,21.38,85,9.39,2,1.78,68.64,0
368-5628,NV,415,0,0,124,0,234.4,179.3,285.5,10.4,31,50,3,61,39.85,111,15.24,117,12.85,6,2.81,70.75,0
333-8996,WV,510,0,0,133,0,176.8,187.5,196.8,6.5,,28,2,92,30.06,97,15.94,88,8.86,3,1.76,56.62,0
353-2557,AR,415,0,1,185,19,157.3,257.7,190.4,9.6,,18,,123,26.74,94,21.9,107,8.57,6,2.59,59.8,0
356-8621,SC,415,0,1,1,26,146.6,172.8,173.8,10,30,25,1,68,24.92,67,14.69,113,7.82,2,2.7,50.13,0
354-6942,KS,415,0,0,107,0,260.5,102.4,129.7,9.8,29,17,1,108,44.29,110,8.7,148,5.84,5,2.65,61.48,0
377-9829,NY,415,0,1,91,20,146.1,277.4,137.7,6.2,25,43,1,98,24.84,104,23.58,100,6.2,3,1.67,56.29,0
348-4660,MI,408,1,0,178,0,124.5,141.2,268.2,11.4,,40,2,134,21.17,78,12,113,12.07,2,3.08,48.32,1
410-5199,MA,415,0,0,123,0,209.4,237.4,239.2,9.8,,28,1,49,35.6,117,20.18,98,10.76,11,2.65,69.19,0
397-6542,UT,415,0,0,170,0,285.7,167.5,260,8.7,,17,1,44,48.57,144,14.24,97,11.7,4,2.35,76.86,1
333-4492,HI,415,0,0,135,0,190.9,161.4,231.9,8.4,31,12,1,44,32.45,109,13.72,100,10.44,2,2.27,58.88,0
405-9573,PA,408,0,0,85,0,144.4,264.6,185.4,9.9,10,16,1,88,24.55,105,22.49,94,8.34,3,2.67,58.05,0
359-7255,OR,415,0,1,134,50,208.8,132.9,136.7,11.1,41,,2,130,35.5,104,11.3,107,6.15,4,3,55.95,0
419-5501,TN,415,0,1,148,36,77.6,207,255.7,10.9,28,23,,141,13.19,60,17.6,115,11.51,2,2.94,45.24,0
404-4809,CT,415,0,0,93,0,271.1,237.4,145.4,8.4,34,,1,101,46.09,133,20.18,103,6.54,6,2.27,75.08,1
344-6334,AZ,415,0,0,138,0,240.8,144.5,125.7,11.6,23,10,0,104,40.94,92,12.28,98,5.66,1,3.13,62.01,0
400-1899,OR,510,0,0,159,0,114.8,192.6,259,12.2,27,15,0,98,19.52,101,16.37,108,11.66,5,3.29,50.84,0
346-5053,DE,415,0,1,103,34,138.8,142,183.8,11.8,10,3,1,80,23.6,108,12.07,77,8.27,7,3.19,47.13,0
398-2148,MA,408,0,1,150,27,209.8,155,251.5,7.2,30,24,,112,35.67,80,13.18,111,11.32,6,1.94,62.11,0
347-7675,CT,408,0,0,37,0,134.9,248.4,236.2,14.7,49,61,3,98,22.93,130,21.11,113,10.63,2,3.97,58.64,0
411-8956,AR,415,1,0,33,0,164,153.1,123.8,6.4,,,0,99,27.88,102,13.01,104,5.57,4,1.73,48.19,0
390-3761,SD,415,0,0,55,0,245.5,192.7,141.7,9.1,,,1,130,41.74,54,16.38,83,6.38,4,2.46,66.96,0
377-3876,CT,408,0,1,134,32,80.3,199.9,170.8,16.6,2,0,0,94,13.65,124,16.99,117,7.69,3,4.48,42.81,0
345-2476,CT,408,0,0,107,0,90.7,207.5,169.4,5.6,32,39,2,90,15.42,109,17.64,96,7.62,5,1.51,42.19,0
337-7879,MA,408,0,1,80,36,190.3,256.6,214.9,3.8,11,15,1,115,32.35,78,21.81,145,9.67,4,1.03,64.86,0
361-7283,MS,408,0,0,78,0,108.6,209.9,222.6,7.9,26,28,1,108,18.46,126,17.84,117,10.02,5,2.13,48.45,1
372-4868,MT,408,0,1,85,17,89.8,233.2,165.7,9.3,70,,4,88,15.27,75,19.82,116,7.46,7,2.51,45.06,1
346-8863,AK,415,0,1,61,15,252.4,187.8,259.6,10,,46,2,106,42.91,69,15.96,137,11.68,3,2.7,73.25,0
390-5267,DE,415,0,1,97,32,183.4,269.1,203.5,6.7,,71,5,94,31.18,120,22.87,38,9.16,4,1.81,65.02,0
392-1547,OH,408,1,0,136,0,183.4,141.9,200.4,10.4,39,13,2,103,31.18,113,12.06,122,9.02,9,2.81,55.07,0
340-8177,MN,408,0,0,135,0,155.2,135.9,184.6,3.8,31,59,3,100,26.38,84,11.55,82,8.31,9,1.03,47.27,0
383-4802,CA,415,0,1,87,19,165.8,186.9,249.7,0,31,15,1,122,28.19,89,15.89,78,11.24,0,0,55.32,0
378-8567,OH,510,0,0,165,0,209.4,273.8,150.2,12.8,30,,0,67,35.6,89,23.27,88,6.76,1,3.46,69.09,0
406-7844,NV,415,0,0,148,0,279.3,201.6,280.8,7.9,40,26,2,104,47.48,87,17.14,99,12.64,2,2.13,79.39,1
402-9173,SC,415,0,0,99,0,174.1,99.1,211.6,7.7,31,34,2,102,29.6,118,8.42,126,9.52,2,2.08,49.62,0
352-3440,WV,415,0,0,123,0,175.7,184.6,156.9,9.1,46,45,2,78,29.87,96,15.69,92,7.06,2,2.46,55.08,0
363-1413,NM,415,1,0,127,0,256.5,222.1,156.7,13,30,23,1,87,43.61,101,18.88,122,7.05,3,3.51,73.05,0
394-8861,WY,415,0,0,151,0,170.2,187.5,119.5,4.3,0,17,0,89,28.93,83,15.94,100,5.38,3,1.16,51.41,0
358-4036,CA,408,0,0,185,0,139.6,250.2,158.1,10.8,25,,1,92,23.73,115,21.27,79,7.11,4,2.92,55.03,0
392-4680,KS,415,0,1,65,34,208.8,142.1,214.6,12.5,53,70,4,119,35.5,106,12.08,87,9.66,4,3.38,60.62,0
354-2762,WY,510,0,0,58,0,210.1,248.9,158.6,14.4,56,51,4,126,35.72,108,21.16,88,7.14,2,3.89,67.91,0
371-5811,OK,415,0,0,104,0,113.6,158.6,187.7,10.5,43,49,2,87,19.31,98,13.48,87,8.45,6,2.84,44.08,0
387-2014,UT,415,0,0,44,0,202.6,163,268.1,8.3,,3,0,89,34.44,96,13.86,151,12.06,3,2.24,62.6,0
411-6598,MA,408,0,0,58,0,174.4,265.8,182.4,0,58,,4,112,29.65,122,22.59,87,8.21,0,0,60.45,0
355-9356,UT,415,0,0,108,0,210.6,164.2,201.4,9.4,16,20,0,117,35.8,103,13.96,68,9.06,5,2.54,61.36,0
406-4720,MN,510,0,0,132,0,121.5,253,195.7,10.7,22,22,1,88,20.66,124,21.51,120,8.81,4,2.89,53.87,0
356-7239,NE,415,0,0,80,0,127.8,181.6,197.3,15.9,31,41,2,67,21.73,112,15.44,63,8.88,2,4.29,50.34,0
328-8747,OH,415,0,0,162,0,135.2,242,246.9,10.2,48,,2,98,22.98,107,20.57,96,11.11,2,2.75,57.41,0
388-9464,KY,510,0,0,110,0,99.4,275,212.1,16.7,29,40,2,62,16.9,86,23.38,94,9.54,3,4.51,54.33,0
406-2866,WA,415,0,0,96,0,276.9,246.9,254.4,10.3,29,15,1,105,47.07,94,20.99,107,11.45,3,2.78,82.29,1
333-5729,NY,408,0,0,168,0,163.4,240.1,164,11.6,48,32,2,134,27.78,87,20.41,147,7.38,2,3.13,58.7,1
391-1499,IN,510,0,0,72,0,287.4,235.3,292.1,5,62,0,4,116,48.86,126,20,114,13.14,3,1.35,83.35,1
386-8690,CO,408,0,1,125,23,120.5,227.8,158.5,10.2,34,11,1,104,20.49,115,19.36,100,7.13,3,2.75,49.73,0
391-2231,DC,510,0,0,170,0,184.1,204.9,224.3,9.8,30,38,2,106,31.3,70,17.42,133,10.09,3,2.65,61.46,0
332-2275,AK,510,0,0,71,0,185,232.5,191.1,14.9,56,50,3,84,31.45,129,19.76,82,8.6,4,4.02,63.83,0
340-4028,SC,415,0,0,124,0,160.9,144.2,120.4,12.9,30,,,109,27.35,152,12.26,97,5.42,12,3.48,48.51,0
363-3486,KS,415,0,0,68,0,207.6,251.6,191.6,10.9,32,26,2,68,35.29,123,21.39,100,8.62,6,2.94,68.24,0
418-3181,UT,415,0,0,97,0,209.2,0,175.4,11.8,29,,1,134,35.56,0,0,94,7.89,6,3.19,46.64,0
351-3316,IL,510,1,0,98,0,158.4,306.6,144.2,2.1,37,12,,71,26.93,66,26.06,93,6.49,4,0.57,60.05,0
369-3626,DC,408,0,0,24,0,149,131,238.6,8.6,44,42,2,73,25.33,81,11.14,69,10.74,3,2.32,49.53,1
353-2763,DC,510,0,0,136,0,204.5,208.8,224,9.8,8,,0,63,34.77,95,17.75,119,10.08,2,2.65,65.25,0
358-7165,OK,408,0,0,44,0,288.8,175.9,215.4,9.5,,31,0,86,49.1,87,14.95,106,9.69,2,2.57,76.31,1
353-3223,KY,415,0,1,96,40,108.6,206.4,126.3,13.4,7,20,0,90,18.46,154,17.54,118,5.68,4,3.62,45.3,0
338-9044,NE,415,0,0,31,0,97.5,260.4,88.7,7,29,20,,129,16.58,78,22.13,100,3.99,5,1.89,44.59,0
341-7296,AL,415,0,0,72,0,166.5,261,262.7,13.3,,0,0,102,28.31,103,22.19,85,11.82,5,3.59,65.91,0
398-4431,HI,415,0,0,24,0,156.2,90,205.1,7.3,13,39,1,104,26.55,101,7.65,116,9.23,5,1.97,45.4,0
408-5601,SC,415,0,1,112,31,225.2,256.8,249.7,11.5,,65,4,89,38.28,117,21.83,87,11.24,1,3.11,74.46,0
328-5188,GA,415,1,0,117,0,287.4,259.6,153.2,10,30,11,1,118,48.86,84,22.07,86,6.89,3,2.7,80.52,1
329-4474,KS,415,0,1,137,19,175.3,241.3,211.4,7.8,20,9,0,96,29.8,146,20.51,109,9.51,2,2.11,61.93,0
357-4573,PA,408,0,0,136,0,102.1,219.5,73.7,9.8,1,18,0,75,17.36,97,18.66,92,3.32,5,2.65,41.99,0
341-7112,UT,415,0,0,95,0,157.9,259.6,230,14,17,9,0,103,26.84,90,22.07,117,10.35,2,3.78,63.04,0
400-3147,OR,415,0,1,82,19,146.5,246.4,199,4.1,,23,,73,24.91,65,20.94,114,8.96,4,1.11,55.92,0
378-1936,ND,415,0,0,145,0,245.8,286.7,240.7,9,37,22,1,116,41.79,91,24.37,115,10.83,13,2.43,79.42,1
347-1640,KY,415,1,0,56,0,177.7,215.6,236.7,10.5,25,25,1,114,30.21,110,18.33,67,10.65,5,2.84,62.03,0
374-9531,MN,408,1,0,155,0,250.8,152.5,148.1,10,46,35,2,146,42.64,105,12.96,104,6.66,5,2.7,64.96,0
380-4374,OH,408,0,0,133,0,117.8,199.2,244.1,11.8,12,22,0,100,20.03,105,16.93,119,10.98,4,3.19,51.13,1
380-9409,TX,415,0,0,53,0,119.7,189.7,256.2,12.9,34,43,2,113,20.35,84,16.12,108,11.53,7,3.48,51.48,0
387-1116,WY,415,0,0,123,0,242.2,226.1,268.6,8.2,69,,5,87,41.17,101,19.22,121,12.09,3,2.21,74.69,1
400-7509,GA,415,0,0,136,0,163.4,249.3,249.7,9.8,98,91,7,83,27.78,119,21.19,90,11.24,4,2.65,62.86,0
403-6225,TX,415,0,0,57,0,161,208,208.1,8.4,,59,3,113,27.37,134,17.68,81,9.36,4,2.27,56.68,0
382-8274,WV,408,0,0,62,0,128.7,169.5,193.6,10.3,20,38,1,111,21.88,104,14.41,97,8.71,5,2.78,47.78,0
354-5764,NM,415,0,0,112,0,81.6,268.1,140.8,8.6,37,36,,94,13.87,112,22.79,75,6.34,18,2.32,45.32,0
387-6912,MI,415,0,1,55,20,207.7,199.7,216.5,7.3,17,,,91,35.31,113,16.97,110,9.74,1,1.97,63.99,0
384-3413,NC,408,0,0,95,0,128.6,216.2,255.3,6.3,62,53,6,115,21.86,88,18.38,96,11.49,2,1.7,53.43,1
367-3950,NY,415,0,0,125,0,233.3,209.8,210.6,9.1,,46,,65,39.66,93,17.83,109,9.48,4,2.46,69.43,0
396-4254,TX,415,0,0,1,0,182.1,134.9,152.3,10,58,68,5,106,30.96,106,11.47,75,6.85,3,2.7,51.98,1
333-3010,KY,415,0,1,98,36,168,163.2,172.7,8,75,55,6,81,28.56,125,13.87,120,7.77,2,2.16,52.36,1
393-1891,SD,415,0,0,105,0,251.6,175.1,184.4,5.4,20,23,1,88,42.77,103,14.88,112,8.3,5,1.46,67.41,0
336-9053,ID,415,0,1,113,30,183.8,183.4,235,11.6,5,12,,102,31.25,123,15.59,52,10.58,7,3.13,60.55,0
353-3372,OR,408,0,0,99,0,256.4,214.5,233.7,7.9,36,22,3,44,43.59,105,18.23,75,10.52,1,2.13,74.47,1
386-8943,WI,415,0,0,103,0,180.2,97.7,181.7,8.4,28,16,1,134,30.63,85,8.3,134,8.18,3,2.27,49.38,0
376-9716,WV,408,0,0,177,0,227.8,161.8,217,8,32,27,1,81,38.73,97,13.75,106,9.76,5,2.16,64.4,0
370-8676,SC,415,0,1,149,20,147.8,276.8,149.9,10.2,19,3,0,132,25.13,94,23.53,110,6.75,6,2.75,58.16,0
360-2329,CT,415,0,0,160,0,234.9,270.8,219.3,13.9,,4,1,136,39.93,134,23.02,101,9.87,2,3.75,76.57,1
360-1320,NV,408,0,0,116,0,110.9,213.4,186.2,7.9,,,2,54,18.85,82,18.14,116,8.38,2,2.13,47.5,0
329-8638,ND,415,0,1,90,22,124.5,231.7,222.2,6.4,31,20,1,94,21.17,90,19.69,108,10,12,1.73,52.59,0
385-1118,MI,415,1,0,148,0,233.5,187.7,122.3,9.6,0,38,0,81,39.7,71,15.95,97,5.5,2,2.59,63.74,1
408-8269,MT,415,0,1,147,35,197.3,141.1,212.1,10.1,43,36,2,134,33.54,99,11.99,90,9.54,4,2.73,57.8,1
391-2334,NE,510,0,0,95,0,58.2,202.1,210.5,10.4,11,4,0,96,9.89,126,17.18,97,9.47,5,2.81,39.35,0
373-8900,UT,510,0,0,201,0,212.7,225.2,195.1,7,21,20,,72,36.16,90,19.14,99,8.78,6,1.89,65.97,0
382-3512,WV,415,0,0,80,0,151.5,131.7,235.3,11.8,7,9,0,89,25.76,78,11.19,131,10.59,4,3.19,50.73,0
420-4089,AR,415,1,0,122,0,146.3,218.7,236,11.5,,17,1,117,24.87,93,18.59,97,10.62,5,3.11,57.19,0
406-8465,MT,408,0,0,132,0,195.1,148.8,224.5,6.7,14,,0,100,33.17,95,12.65,117,10.1,2,1.81,57.73,0
386-6114,UT,510,0,0,83,0,208.9,214.8,247.9,13,,24,1,71,35.51,92,18.26,108,11.16,5,3.51,68.44,0
413-9328,HI,408,0,0,99,0,135.7,208.4,209,8.8,,86,7,107,23.07,103,17.71,95,9.4,3,2.38,52.56,1
335-7144,KS,415,0,0,84,0,225.9,275.6,201.4,14.3,44,54,,86,38.4,105,23.43,108,9.06,3,3.86,74.75,1
414-5177,NY,415,0,0,46,0,122.2,167.2,194.8,9.7,24,16,1,67,20.77,62,14.21,98,8.77,6,2.62,46.37,0
350-5993,OH,510,0,0,87,0,153.3,224.5,273.4,8.9,43,22,2,106,26.06,117,19.08,152,12.3,5,2.4,59.84,0
370-1465,HI,415,0,0,150,0,214,192.4,242.6,7.9,14,45,1,117,36.38,89,16.35,99,10.92,4,2.13,65.78,0
385-2370,KS,408,0,0,73,0,194.8,167.2,100.3,10.8,,,1,112,33.12,85,14.21,61,4.51,6,2.92,54.76,0
358-9146,IN,415,0,0,7,0,206.7,281.1,158.5,11,,37,3,87,35.14,83,23.89,77,7.13,5,2.97,69.13,0
357-8515,OR,415,0,1,89,12,188,151.3,201.9,10.5,30,32,2,105,31.96,107,12.86,132,9.09,3,2.84,56.75,0
406-8995,NY,408,1,0,131,0,122.3,118.8,147.9,13.7,32,55,3,83,20.79,94,10.1,95,6.66,3,3.7,41.25,1
344-3145,VA,415,0,0,105,0,259.3,175.2,222.4,12,,20,3,96,44.08,97,14.89,36,10.01,5,3.24,72.22,0
341-9890,MI,408,1,0,108,0,115.1,211.3,136.1,13.8,,48,2,114,19.57,70,17.96,85,6.12,3,3.73,47.38,1
365-4387,ID,415,0,1,47,28,172.9,137.6,203.8,8.3,14,25,1,109,29.39,94,11.7,109,9.17,6,2.24,52.5,0
375-3341,MO,415,1,0,101,0,156.4,130.4,207.3,7.3,,5,1,116,26.59,114,11.08,109,9.33,5,1.97,48.97,0
418-3096,AL,415,0,1,182,24,128.1,143.4,191,11.6,25,25,1,104,21.78,127,12.19,98,8.59,3,3.13,45.69,0
378-3879,OR,408,0,0,161,0,196.6,170.2,194.3,12.5,,,1,73,33.42,79,14.47,79,8.74,3,3.38,60.01,0
344-1362,VT,408,0,0,128,0,227.9,302.6,191.5,5.5,,15,1,130,38.74,71,25.72,82,8.62,7,1.49,74.57,1
419-3937,AZ,415,0,1,69,31,194.9,191.6,153,13.2,40,18,2,63,33.13,90,16.29,129,6.89,2,3.56,59.87,0
348-4961,VA,408,0,1,113,34,44.9,134.2,168.4,13.3,14,30,1,63,7.63,82,11.41,118,7.58,3,3.59,30.21,0
329-1410,PA,408,0,1,87,30,262.8,215.8,154.8,7.8,6,8,0,114,44.68,130,18.34,88,6.97,2,2.11,72.1,0
332-9896,CO,415,0,0,71,0,211.2,252.7,225.8,12.3,4,5,0,70,35.9,122,21.48,104,10.16,3,3.32,70.86,0
407-8575,KY,415,0,0,76,0,204,225.1,240.3,9.6,35,,,69,34.68,110,19.13,85,10.81,5,2.59,67.21,0
387-2799,NJ,510,0,0,87,0,223.2,127.5,289.3,14.5,43,58,3,109,37.94,86,10.84,83,13.02,4,3.92,65.72,0
373-9108,IL,408,0,0,117,0,119,187.5,189.3,11.5,,,1,82,20.23,108,15.94,97,8.52,3,3.11,47.8,0
345-3947,WA,415,0,0,177,0,266.1,225.2,224.7,8.9,30,50,3,91,45.24,79,19.14,58,10.11,8,2.4,76.89,1
356-7511,WV,415,0,0,95,0,134.4,152.4,236.5,9.4,18,18,1,104,22.85,95,12.95,80,10.64,3,2.54,48.98,0
343-4516,RI,415,0,0,76,0,171.1,257.2,91.6,16.2,33,,1,78,29.09,83,21.86,92,4.12,3,4.37,59.44,0
408-6305,OH,415,0,0,66,0,170.5,254.3,197.3,10.5,34,29,2,103,28.99,77,21.62,138,8.88,2,2.84,62.33,0
338-7305,MO,415,0,0,110,0,178.5,146.9,217.1,9.9,,36,1,124,30.35,141,12.49,102,9.77,7,2.67,55.28,0
401-3077,MD,510,0,0,204,0,205.2,154.8,191.4,14.1,50,,3,145,34.88,95,13.16,77,8.61,5,3.81,60.46,0
401-6977,OH,415,0,1,32,31,232.8,183.5,206.8,13,28,25,0,97,39.58,111,15.6,111,9.31,2,3.51,68,0
385-1464,VA,408,0,1,133,39,239.9,253.8,128.7,6.7,52,50,5,107,40.78,77,21.57,85,5.79,3,1.81,69.95,0
417-5034,FL,408,0,0,185,0,55.6,288.7,111.2,12.1,48,16,2,97,9.45,83,24.54,110,5,3,3.27,42.26,0
420-7066,CO,415,0,1,103,37,153.5,241.9,244.7,10.6,15,20,1,78,26.1,108,20.56,110,11.01,3,2.86,60.53,0
394-8256,NY,510,0,0,91,0,109.8,189.6,206.7,11.1,19,35,,100,18.67,104,16.12,85,9.3,3,3,47.09,0
362-5044,WV,415,0,0,131,0,196.1,185.5,250,5.2,44,32,2,89,33.34,87,15.77,132,11.25,6,1.4,61.76,0
350-2075,LA,510,0,0,153,0,166.8,143.5,210.7,11.8,21,6,0,127,28.36,121,12.2,130,9.48,4,3.19,53.23,0
343-5372,MA,415,0,1,132,25,113.2,269.9,229.1,7.1,,49,,96,19.24,107,22.94,87,10.31,7,1.92,54.41,0
377-9520,UT,510,0,0,148,0,203,150.9,245.5,14.6,24,9,,92,34.51,125,12.83,131,11.05,9,3.94,62.33,0
391-6773,AL,408,0,0,141,0,242.8,234.1,211.5,6,59,55,5,90,41.28,80,19.9,104,9.52,3,1.62,72.32,0
403-4442,ME,415,0,0,105,0,156.5,140.2,227.4,12.2,,,2,102,26.61,134,11.92,111,10.23,2,3.29,52.05,0
379-5885,TX,408,0,0,169,0,266.7,158.2,287.7,13.8,32,44,3,105,45.34,88,13.45,111,12.95,3,3.73,75.47,1
399-1021,ND,415,0,1,127,23,182,216.1,156.9,9.8,14,25,,80,30.94,85,18.37,82,7.06,4,2.65,59.02,0
342-4004,CO,415,0,0,57,0,85.9,193.9,231.5,10.1,2,22,,92,14.6,127,16.48,93,10.42,2,2.73,44.23,0
382-7659,LA,415,0,1,123,33,146.6,114.8,220.4,2.9,16,12,0,87,24.92,59,9.76,99,9.92,7,0.78,45.38,0
342-1004,MT,510,0,1,103,35,110.5,208.3,87.4,13.9,70,60,4,101,18.79,81,17.71,77,3.93,2,3.75,44.18,1
398-5851,OR,415,0,0,101,0,118.6,199.6,53.3,11.5,32,11,1,89,20.16,97,16.97,61,2.4,5,3.11,42.64,0
396-4869,NH,415,0,1,123,22,197.6,80,120.8,15.6,,17,,105,33.59,86,6.8,82,5.44,12,4.21,50.04,0
422-8333,NE,510,0,1,78,32,210.3,192.2,246.1,10.8,64,,6,116,35.75,83,16.34,92,11.07,4,2.92,66.08,0
367-9127,WV,415,0,1,101,28,220.3,285.8,203,9.4,46,68,4,96,37.45,72,24.29,111,9.14,6,2.54,73.42,0
420-3028,NV,415,0,0,129,0,150,232.4,261.2,12.5,35,,1,98,25.5,101,19.75,123,11.75,6,3.38,60.38,0
357-6348,MA,415,0,1,67,34,161.7,207.6,205.7,9.2,21,,0,114,27.49,115,17.65,114,9.26,4,2.48,56.88,0
386-1131,MI,415,0,0,37,0,191.4,167.4,216.5,14,,,,116,32.54,99,14.23,112,9.74,5,3.78,60.29,0
349-8391,KY,415,1,0,64,0,146.7,148.3,238.6,12.5,41,47,3,83,24.94,91,12.61,69,10.74,3,3.38,51.67,0
421-1484,WV,510,0,0,173,0,109.4,101.3,167.3,7.8,35,36,1,103,18.6,111,8.61,106,7.53,7,2.11,36.85,0
414-2663,KY,510,0,0,135,0,144.1,249.8,211.4,13.6,,,,115,24.5,68,21.23,82,9.51,3,3.67,58.91,0
327-6989,NJ,415,0,1,75,42,248.9,170.8,104.5,11.2,,57,1,93,42.31,108,14.52,91,4.7,8,3.02,64.55,0
405-5513,ME,415,0,0,88,0,85.7,221.6,190.6,11.6,41,47,4,112,14.57,70,18.84,75,8.58,3,3.13,45.12,1
345-9168,TX,415,0,0,112,0,214.8,209.7,164.4,9.4,44,45,3,112,36.52,104,17.82,97,7.4,5,2.54,64.28,0
417-5146,MN,408,0,0,113,0,158.9,242.8,247.8,6.5,25,,0,137,27.01,109,20.64,97,11.15,4,1.76,60.56,0
339-2792,VA,510,0,1,121,28,110,141.5,237.3,6.4,29,,2,94,18.7,76,12.03,87,10.68,3,1.73,43.14,0
345-8397,DC,415,0,0,70,0,152.8,183.6,151.8,10.5,,18,1,145,25.98,102,15.61,75,6.83,2,2.84,51.26,0
344-6404,MD,415,0,0,90,0,145.6,197.1,294.5,10.5,14,11,0,103,24.75,137,16.75,83,13.25,4,2.84,57.59,0
417-9455,RI,408,0,0,39,0,93.3,199.6,206.2,6.5,1,,0,83,15.86,114,16.97,104,9.28,4,1.76,43.87,0
343-1009,MA,408,0,0,142,0,216.8,187.8,138.1,8.3,5,10,0,134,36.86,106,15.96,108,6.21,2,2.24,61.27,0
365-3493,MD,408,0,0,176,0,201.9,154.7,164.4,9,14,,1,101,34.32,78,13.15,79,7.4,2,2.43,57.3,0
376-7043,NM,408,0,0,105,0,146.4,225.1,230.1,8.5,21,20,1,81,24.89,80,19.13,117,10.35,2,2.3,56.67,0
348-5728,MN,415,0,0,57,0,272.7,224.9,178.2,10.5,23,,2,74,46.36,85,19.12,104,8.02,3,2.84,76.34,1
357-5784,MI,510,0,0,110,0,18.9,258.4,109.6,14.8,25,,1,92,3.21,81,21.96,74,4.93,4,4,34.1,0
417-9844,AZ,415,0,0,88,0,172.8,193.4,89.6,12.8,32,36,,81,29.38,90,16.44,107,4.03,5,3.46,53.31,0
333-7225,AL,408,0,0,95,0,190.2,157.1,181.5,14,,12,0,119,32.33,70,13.35,120,8.17,6,3.78,57.63,0
382-4943,MI,415,0,0,147,0,130.6,208.1,204.6,15.6,47,,3,83,22.2,144,17.69,72,9.21,3,4.21,53.31,0
345-4589,SC,415,0,0,101,0,158.4,188,219.7,13.5,56,56,4,92,26.93,117,15.98,125,9.89,4,3.65,56.45,1
404-6337,MS,415,0,0,115,0,166.5,236.2,205.6,15.6,,,1,111,28.31,98,20.08,92,9.25,2,4.21,61.85,0
412-1470,MS,415,0,0,103,0,129.3,202.8,233,12.9,,33,,103,21.98,89,17.24,126,10.49,2,3.48,53.19,0
394-9220,CA,415,0,0,82,0,199.3,193.4,254.4,7,30,16,0,112,33.88,120,16.44,117,11.45,10,1.89,63.66,0
364-5362,MD,415,0,0,141,0,185.1,233,152.2,9.1,30,0,,126,31.47,98,19.81,106,6.85,7,2.46,60.59,0
372-9852,ND,408,0,0,149,0,175.4,197.4,188.2,9.7,37,23,2,80,29.82,127,16.78,102,8.47,2,2.62,57.69,0
394-9984,IL,510,0,0,131,0,263.4,151.9,218.5,10.7,39,37,2,123,44.78,74,12.91,101,9.83,2,2.89,70.41,0
402-1668,SD,510,0,0,119,0,94.2,264.1,203.7,7.3,19,41,,108,16.01,100,22.45,79,9.17,3,1.97,49.6,0
339-5659,AL,510,0,0,112,0,189.4,219,168,7.1,,67,3,83,32.2,89,18.62,116,7.56,8,1.92,60.3,0
341-7279,NV,510,0,1,116,35,118,167.2,205.7,11.8,31,16,2,103,20.06,106,14.21,102,9.26,2,3.19,46.72,0
371-3236,LA,415,0,0,94,0,212.1,189.4,352.2,8.4,40,48,3,98,36.06,89,16.1,95,15.85,5,2.27,70.28,0
343-5679,VA,408,0,0,90,0,222,187,282.3,12.4,35,,2,93,37.74,103,15.9,124,12.7,6,3.35,69.69,0
347-4626,DE,415,0,1,114,31,222.8,180.5,151.3,13,18,7,,98,37.88,105,15.34,101,6.81,4,3.51,63.54,0
344-8498,CT,408,0,1,63,25,190,116.6,141.5,12.2,,28,1,137,32.3,76,9.91,110,6.37,2,3.29,51.87,0
349-3005,CO,408,0,0,130,0,271.8,237.2,210.1,8.7,,61,4,129,46.21,128,20.16,91,9.45,2,2.35,78.17,1
371-3498,MA,408,0,1,122,29,195.4,268.2,168,8.4,42,29,3,83,33.22,93,22.8,95,7.56,6,2.27,65.85,0
367-4853,OR,510,0,0,166,0,199.6,214.3,196.8,7.2,40,52,3,93,33.93,99,18.22,110,8.86,5,1.94,62.95,0
422-3454,WA,415,0,0,62,0,100,173.5,218,10.1,13,37,0,98,17,95,14.75,122,9.81,4,2.73,44.29,0
403-8915,SC,415,0,1,78,21,160.6,223.1,124,9.5,47,28,2,85,27.3,79,18.96,92,5.58,1,2.57,54.41,0
371-2418,IN,415,0,1,148,26,158.7,160.5,218.3,9.9,39,31,1,91,26.98,127,13.64,88,9.82,3,2.67,53.11,0
411-2977,MD,510,0,0,154,0,154.5,214.2,178,12,36,55,3,122,26.27,71,18.21,105,8.01,2,3.24,55.73,1
